CustomerID,Gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaymentMethod,TechSupport,MonthlyCharges,TotalCharges,Churn
C02657,Female,0,Yes,No,9,DSL,One year,Bank transfer (automatic),Yes,51.97,442.26,Yes
C02658,Female,0,No,No,17,DSL,Month-to-month,Electronic check,No,45.15,751.25,Yes
C02659,Male,0,No,No,17,DSL,Month-to-month,Electronic check,Yes,76.29,1374.23,No
C02660,Female,0,No,No,1,Fiber optic,Month-to-month,Electronic check,Yes,87.49,99.28,No
C02661,Male,0,Yes,No,10,No,One year,Electronic check,Yes,36.65,408.51,No
C02662,Female,0,Yes,No,13,Fiber optic,Month-to-month,Credit card (automatic),No,66.42,795.76,Yes
C02663,Male,0,Yes,Yes,12,Fiber optic,Month-to-month,Credit card (automatic),No,81.11,1020.36,No
C02664,Female,0,No,No,7,Fiber optic,Month-to-month,Electronic check,No,95.95,655.33,Yes
C02665,Female,0,No,No,30,No,One year,Electronic check,No,30.67,861.41,No
C02666,Male,0,Yes,No,16,DSL,One year,Credit card (automatic),No,74.91,1206.25,No
C02667,Male,0,No,No,27,Fiber optic,One year,Electronic check,No,79.53,2208.52,No
C02668,Female,0,Yes,No,19,No,Two year,Credit card (automatic),No,26.37,567.03,No
C02669,Female,0,No,Yes,14,DSL,Month-to-month,Electronic check,No,62.35,889.76,Yes
C02670,Male,0,No,No,11,DSL,One year,Bank transfer (automatic),No,63.39,692.66,No
C02671,Female,0,Yes,No,16,No,Month-to-month,Mailed check,Yes,26.22,364.24,No
C02672,Male,0,Yes,Yes,10,Fiber optic,Month-to-month,Electronic check,No,79.89,847.57,No
C02673,Female,0,No,No,30,DSL,One year,Electronic check,No,69.47,2098.99,Yes
C02674,Male,0,Yes,No,25,Fiber optic,Month-to-month,Bank transfer (automatic),No,92.89,2331.91,No
C02675,Female,0,No,No,6,Fiber optic,Month-to-month,Electronic check,No,87.89,528.5,No
C02676,Male,0,Yes,No,7,Fiber optic,One year,Bank transfer (automatic),No,76.49,598.54,No
C02677,Male,0,No,No,2,Fiber optic,Month-to-month,Electronic check,No,81.64,217.6,No
C02678,Male,0,No,Yes,17,DSL,Month-to-month,Mailed check,No,41.54,774.87,No
C02679,Male,0,Yes,No,36,Fiber optic,Two year,Mailed check,No,79.4,2913.88,Yes
C02680,Female,0,No,No,23,Fiber optic,Month-to-month,Mailed check,No,85.31,1962.86,Yes
C02681,Male,0,Yes,Yes,26,No,One year,Electronic check,No,36.47,942.32,No
C02682,Female,0,No,No,25,DSL,One year,Mailed check,No,52.27,1319.37,No
C02683,Male,0,Yes,No,22,No,Month-to-month,Bank transfer (automatic),Yes,19.47,444.03,No
C02684,Male,0,Yes,Yes,29,DSL,Month-to-month,Credit card (automatic),Yes,71.14,2121.28,No
C02685,Male,0,No,No,19,Fiber optic,One year,Bank transfer (automatic),No,99.89,1914.86,No
C02686,Male,1,No,Yes,14,No,One year,Electronic check,No,22.38,327.13,Yes
C02687,Male,0,No,Yes,7,Fiber optic,Month-to-month,Electronic check,No,92.76,687.82,No
C02688,Male,0,Yes,No,23,DSL,Month-to-month,Electronic check,No,49.95,1191.64,No
C02689,Female,0,No,Yes,26,DSL,Month-to-month,Electronic check,Yes,62.15,1598.41,No
C02690,Male,0,No,No,23,Fiber optic,One year,Electronic check,No,84.59,1945.33,Yes
C02691,Female,0,No,Yes,11,Fiber optic,Month-to-month,Electronic check,No,72.14,766.39,No
C02692,Female,0,Yes,Yes,55,No,Two year,Electronic check,Yes,28.72,1567.81,No
C02693,Male,0,No,No,21,Fiber optic,Two year,Electronic check,No,79.49,1746.75,No
C02694,Male,0,Yes,Yes,14,No,One year,Electronic check,No,45.9,698.91,Yes
C02695,Female,0,Yes,No,7,Fiber optic,One year,Electronic check,No,77.71,595.01,Yes
C02696,Female,0,Yes,Yes,23,No,Month-to-month,Electronic check,No,15.0,402.41,No
C02697,Female,0,Yes,Yes,20,DSL,Month-to-month,Bank transfer (automatic),No,60.8,1112.73,Yes
C02698,Male,0,No,Yes,16,No,One year,Electronic check,No,33.51,545.14,No
C02699,Female,1,No,No,21,Fiber optic,Month-to-month,Electronic check,No,81.62,1742.8,No
C02700,Female,0,No,No,9,No,Month-to-month,Electronic check,No,30.34,248.66,No
C02701,Female,0,No,No,30,DSL,One year,Mailed check,No,69.41,2023.06,Yes
C02702,Female,0,No,No,7,Fiber optic,Month-to-month,Credit card (automatic),No,80.85,571.41,No
C02703,Male,0,Yes,No,10,Fiber optic,One year,Electronic check,No,116.23,1213.82,Yes
C02704,Male,0,No,No,21,No,Month-to-month,Mailed check,No,22.01,527.39,Yes
C02705,Female,0,Yes,Yes,4,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,107.62,382.41,No
C02706,Female,0,Yes,Yes,8,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,96.54,807.83,Yes
C02707,Male,0,No,No,22,Fiber optic,Two year,Credit card (automatic),Yes,105.12,2263.96,Yes
C02708,Male,0,Yes,Yes,17,Fiber optic,One year,Credit card (automatic),Yes,94.21,1637.76,No
C02709,Male,0,No,No,4,DSL,Month-to-month,Electronic check,No,65.45,243.62,Yes
C02710,Male,0,No,No,5,DSL,Month-to-month,Mailed check,Yes,50.87,301.42,No
C02711,Female,0,Yes,No,44,DSL,Two year,Bank transfer (automatic),No,54.88,2448.98,Yes
C02712,Female,0,No,Yes,15,Fiber optic,Month-to-month,Credit card (automatic),No,73.79,1210.6,No
C02713,Male,0,No,No,23,No,Month-to-month,Credit card (automatic),No,29.46,696.14,No
C02714,Male,0,Yes,Yes,13,No,Month-to-month,Electronic check,No,38.72,544.57,No
C02715,Male,0,Yes,No,29,DSL,One year,Electronic check,No,62.64,1867.96,No
C02716,Male,0,Yes,No,13,DSL,Month-to-month,Bank transfer (automatic),No,67.84,877.86,Yes
C02717,Female,0,Yes,Yes,23,DSL,Month-to-month,Mailed check,No,74.83,1795.99,No
C02718,Female,0,Yes,No,18,DSL,One year,Mailed check,No,53.24,1097.93,Yes
C02719,Female,0,No,No,29,DSL,Month-to-month,Bank transfer (automatic),No,68.73,2000.46,Yes
C02720,Male,0,Yes,No,17,Fiber optic,One year,Electronic check,No,100.63,1688.68,Yes
C02721,Female,0,Yes,No,22,Fiber optic,Month-to-month,Credit card (automatic),No,96.14,2017.43,No
C02722,Female,0,No,Yes,6,Fiber optic,Month-to-month,Credit card (automatic),No,103.09,749.38,No
C02723,Female,1,Yes,No,5,Fiber optic,Month-to-month,Mailed check,No,100.61,575.98,No
C02724,Male,1,Yes,Yes,28,DSL,One year,Bank transfer (automatic),No,49.23,1408.16,No
C02725,Male,0,No,Yes,8,Fiber optic,Month-to-month,Bank transfer (automatic),No,80.55,707.07,No
C02726,Male,1,No,No,20,No,Month-to-month,Electronic check,No,31.22,586.62,No
C02727,Male,0,No,Yes,21,DSL,One year,Electronic check,No,61.35,1373.2,No
C02728,Male,0,No,Yes,14,DSL,One year,Electronic check,No,33.77,503.08,No
C02729,Male,0,No,Yes,13,DSL,Month-to-month,Credit card (automatic),No,31.37,413.09,No
C02730,Female,0,No,No,8,DSL,Month-to-month,Electronic check,Yes,36.01,313.34,Yes
C02731,Female,0,Yes,Yes,3,Fiber optic,Month-to-month,Electronic check,Yes,96.57,266.33,Yes
C02732,Male,0,No,No,14,DSL,One year,Mailed check,No,64.58,884.74,Yes
C02733,Male,0,No,No,13,Fiber optic,One year,Electronic check,Yes,81.78,1020.45,No
C02734,Female,0,Yes,No,19,DSL,One year,Electronic check,No,53.02,1036.77,No
C02735,Female,0,Yes,No,32,Fiber optic,One year,Mailed check,No,94.9,3063.88,No
C02736,Female,0,Yes,No,16,DSL,Two year,Mailed check,No,68.0,1015.69,Yes
C02737,Female,0,No,No,15,Fiber optic,Month-to-month,Bank transfer (automatic),No,66.62,942.31,No
C02738,Female,0,No,Yes,9,DSL,Month-to-month,Bank transfer (automatic),No,48.68,506.01,Yes
C02739,Female,1,Yes,No,32,DSL,One year,Bank transfer (automatic),Yes,55.63,1833.83,No
C02740,Male,0,No,No,2,No,Month-to-month,Mailed check,No,18.84,37.53,No
C02741,Male,0,No,No,8,Fiber optic,Month-to-month,Bank transfer (automatic),No,81.38,715.06,No
C02742,Male,0,No,No,2,DSL,Month-to-month,Electronic check,No,52.63,40.68,No
C02743,Male,0,Yes,No,30,Fiber optic,Two year,Mailed check,No,75.38,2328.29,No
C02744,Male,0,No,No,18,Fiber optic,Month-to-month,Mailed check,No,89.56,1504.88,No
C02745,Female,1,Yes,Yes,0,Fiber optic,Month-to-month,Electronic check,Yes,88.83,13.4,No
C02746,Female,0,Yes,No,27,Fiber optic,One year,Electronic check,No,61.11,1718.97,Yes
C02747,Female,0,Yes,No,18,No,Month-to-month,Electronic check,No,17.06,345.69,Yes
C02748,Male,0,No,Yes,37,DSL,Two year,Mailed check,No,37.3,1458.91,No
C02749,Female,0,No,Yes,14,Fiber optic,Month-to-month,Mailed check,Yes,103.55,1459.51,No
C02750,Female,0,Yes,No,24,DSL,One year,Electronic check,Yes,59.79,1451.99,No
C02751,Male,0,Yes,No,24,Fiber optic,Month-to-month,Credit card (automatic),No,80.42,2012.02,No
C02752,Female,0,No,No,12,No,One year,Bank transfer (automatic),No,30.11,433.99,No
C02753,Male,0,Yes,No,42,No,Two year,Credit card (automatic),No,38.1,1599.92,No
C02754,Male,0,No,No,35,Fiber optic,One year,Bank transfer (automatic),No,62.22,2217.32,Yes
C02755,Female,0,No,Yes,29,No,One year,Electronic check,No,15.0,420.14,No
C02756,Male,0,Yes,No,0,Fiber optic,Month-to-month,Credit card (automatic),Yes,84.99,81.93,No
C02757,Male,0,No,No,67,Fiber optic,Two year,Credit card (automatic),No,70.75,4758.21,Yes
C02758,Female,0,No,No,21,No,One year,Mailed check,Yes,16.89,393.53,No
C02759,Female,0,Yes,Yes,51,DSL,Two year,Electronic check,No,38.51,1972.46,No
C02760,Male,0,No,No,17,Fiber optic,One year,Electronic check,No,74.03,1115.98,No
C02761,Male,0,Yes,No,27,Fiber optic,Month-to-month,Credit card (automatic),No,75.17,2002.52,Yes
C02762,Male,0,Yes,Yes,35,No,One year,Electronic check,No,44.48,1501.39,No
C02763,Female,0,No,Yes,23,No,Month-to-month,Bank transfer (automatic),No,32.56,783.74,Yes
C02764,Male,0,No,Yes,11,No,One year,Bank transfer (automatic),No,15.0,62.26,No
C02765,Male,0,No,No,9,No,Month-to-month,Electronic check,No,18.45,200.36,Yes
C02766,Female,0,Yes,No,13,Fiber optic,Month-to-month,Bank transfer (automatic),No,88.79,1121.76,No
C02767,Female,0,Yes,Yes,16,DSL,Two year,Bank transfer (automatic),No,50.58,847.32,No
C02768,Male,1,No,No,47,DSL,Two year,Mailed check,No,51.95,2463.14,No
C02769,Female,0,Yes,Yes,70,Fiber optic,Two year,Mailed check,No,104.57,7334.59,No
C02770,Female,0,Yes,No,30,Fiber optic,One year,Credit card (automatic),Yes,70.25,2180.66,No
C02771,Male,0,No,No,28,Fiber optic,One year,Mailed check,Yes,109.97,3150.22,No
C02772,Male,0,Yes,Yes,33,Fiber optic,One year,Bank transfer (automatic),No,70.07,2397.41,No
C02773,Female,0,Yes,No,13,No,Month-to-month,Mailed check,No,15.0,178.57,Yes
C02774,Male,0,Yes,No,43,Fiber optic,Two year,Electronic check,Yes,104.52,4456.55,No
C02775,Female,0,Yes,Yes,60,No,Two year,Credit card (automatic),No,28.58,1786.39,No
C02776,Male,0,Yes,No,32,No,One year,Mailed check,Yes,23.13,724.77,No
C02777,Male,0,No,Yes,12,Fiber optic,Two year,Electronic check,No,89.64,1023.92,Yes
C02778,Male,1,No,No,22,Fiber optic,One year,Bank transfer (automatic),No,67.69,1448.15,No
C02779,Male,0,Yes,No,19,Fiber optic,Month-to-month,Bank transfer (automatic),No,78.32,1516.3,Yes
C02780,Male,0,Yes,No,20,Fiber optic,Two year,Electronic check,Yes,96.45,1937.59,No
C02781,Male,0,Yes,No,15,DSL,Month-to-month,Credit card (automatic),No,51.76,850.53,No
C02782,Female,1,Yes,No,8,DSL,One year,Electronic check,Yes,51.55,364.67,No
C02783,Female,0,No,No,9,DSL,Month-to-month,Bank transfer (automatic),No,73.81,609.37,Yes
C02784,Female,0,No,No,22,DSL,One year,Mailed check,No,59.36,1312.38,No
C02785,Female,0,No,No,21,DSL,One year,Electronic check,No,64.23,1270.76,No
C02786,Male,0,Yes,No,35,DSL,One year,Credit card (automatic),No,42.93,1497.66,No
C02787,Female,0,No,Yes,0,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,85.02,63.17,Yes
C02788,Male,1,No,No,18,No,Month-to-month,Bank transfer (automatic),Yes,41.66,875.7,No
C02789,Female,0,No,No,34,Fiber optic,One year,Mailed check,Yes,63.35,2153.2,No
C02790,Female,0,Yes,No,26,No,Two year,Credit card (automatic),No,15.0,385.44,No
C02791,Female,0,No,No,26,Fiber optic,Month-to-month,Electronic check,Yes,99.58,2614.43,No
C02792,Female,0,No,Yes,6,Fiber optic,Month-to-month,Mailed check,No,89.61,590.63,No
C02793,Female,0,No,Yes,7,Fiber optic,Month-to-month,Credit card (automatic),Yes,75.27,600.46,No
C02794,Male,1,No,No,15,DSL,Two year,Electronic check,Yes,58.91,871.3,No
C02795,Male,0,Yes,No,17,No,One year,Electronic check,No,21.38,436.13,No
C02796,Female,1,No,No,13,No,Two year,Credit card (automatic),No,15.0,189.27,No
C02797,Male,0,Yes,No,12,Fiber optic,One year,Credit card (automatic),Yes,85.73,1128.78,No
C02798,Female,0,No,No,24,DSL,Month-to-month,Bank transfer (automatic),No,41.29,1058.04,No
C02799,Female,0,No,No,31,Fiber optic,One year,Mailed check,No,88.27,2715.63,No
C02800,Male,0,No,Yes,5,DSL,Month-to-month,Mailed check,Yes,40.89,230.25,No
C02801,Female,0,No,No,29,DSL,Month-to-month,Electronic check,No,70.35,2038.27,No
C02802,Female,0,Yes,Yes,1,No,Month-to-month,Mailed check,No,23.8,73.06,No
C02803,Female,0,No,No,24,Fiber optic,Month-to-month,Mailed check,No,70.65,1700.92,No
C02804,Female,0,Yes,No,6,Fiber optic,Month-to-month,Electronic check,No,70.85,408.53,No
C02805,Female,0,Yes,No,24,No,Month-to-month,Mailed check,No,16.62,445.49,Yes
C02806,Female,0,No,No,26,Fiber optic,Month-to-month,Mailed check,No,83.78,2215.42,Yes
C02807,Female,0,No,Yes,1,Fiber optic,Month-to-month,Bank transfer (automatic),No,81.31,36.86,Yes
C02808,Male,0,No,No,31,DSL,One year,Mailed check,No,63.07,2043.68,No
C02809,Male,0,No,No,3,DSL,Month-to-month,Credit card (automatic),No,62.15,251.67,No
C02810,Female,0,No,No,15,Fiber optic,Month-to-month,Mailed check,Yes,96.06,1499.66,No
C02811,Male,0,No,No,5,Fiber optic,Month-to-month,Mailed check,No,110.32,561.86,Yes
C02812,Female,0,No,No,15,DSL,One year,Bank transfer (automatic),No,57.08,821.11,No
C02813,Female,0,Yes,Yes,28,DSL,One year,Electronic check,Yes,57.86,1698.61,No
C02814,Male,0,No,No,57,Fiber optic,Two year,Mailed check,No,89.56,5090.58,No
C02815,Female,0,No,Yes,8,Fiber optic,One year,Bank transfer (automatic),No,75.55,581.85,No
C02816,Female,0,Yes,No,13,Fiber optic,Month-to-month,Mailed check,No,68.31,917.4,No
C02817,Female,0,No,Yes,28,Fiber optic,Month-to-month,Credit card (automatic),No,75.29,2038.1,No
C02818,Male,1,No,No,25,DSL,Month-to-month,Bank transfer (automatic),Yes,59.7,1526.99,No
C02819,Male,0,Yes,Yes,22,Fiber optic,Two year,Electronic check,No,87.79,1913.05,No
C02820,Male,0,Yes,No,16,No,One year,Mailed check,Yes,49.02,795.81,No
C02821,Female,0,No,No,20,DSL,Month-to-month,Bank transfer (automatic),No,40.47,869.34,Yes
C02822,Male,0,No,No,10,Fiber optic,Month-to-month,Bank transfer (automatic),No,88.11,964.24,Yes
C02823,Female,0,No,Yes,3,Fiber optic,Month-to-month,Credit card (automatic),No,80.98,318.13,No
C02824,Male,0,No,No,4,Fiber optic,Month-to-month,Bank transfer (automatic),No,98.43,484.4,No
C02825,Male,1,No,Yes,11,DSL,One year,Electronic check,Yes,45.26,515.68,No
C02826,Female,0,No,Yes,27,No,One year,Electronic check,Yes,33.63,808.95,No
C02827,Female,0,Yes,Yes,19,Fiber optic,One year,Bank transfer (automatic),No,78.09,1493.8,No
C02828,Male,0,Yes,No,6,No,Month-to-month,Electronic check,No,35.91,268.28,Yes
C02829,Male,0,Yes,No,5,DSL,Month-to-month,Bank transfer (automatic),No,58.96,284.78,No
C02830,Male,0,No,No,19,Fiber optic,One year,Bank transfer (automatic),No,94.68,1799.47,No
C02831,Female,0,No,Yes,27,Fiber optic,One year,Bank transfer (automatic),No,88.9,2359.15,No
C02832,Female,0,Yes,No,15,Fiber optic,Month-to-month,Mailed check,No,72.54,1143.19,Yes
C02833,Male,0,Yes,No,3,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,60.06,166.48,Yes
C02834,Male,0,No,No,23,Fiber optic,One year,Electronic check,No,102.98,2374.57,No
C02835,Male,0,Yes,No,25,DSL,Month-to-month,Bank transfer (automatic),No,56.29,1456.11,No
C02836,Female,0,No,Yes,6,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,100.06,616.29,No
C02837,Female,1,Yes,No,22,DSL,Month-to-month,Mailed check,No,59.01,1397.07,No
C02838,Male,0,No,Yes,32,DSL,One year,Electronic check,No,71.7,2295.19,No
C02839,Female,0,No,No,18,Fiber optic,Month-to-month,Bank transfer (automatic),No,73.22,1247.38,No
C02840,Male,0,Yes,Yes,19,DSL,One year,Mailed check,No,61.93,1231.35,No
C02841,Male,0,No,No,14,No,Month-to-month,Electronic check,No,62.3,893.7,No
C02842,Female,0,No,No,20,No,Month-to-month,Credit card (automatic),Yes,15.0,355.15,No
C02843,Female,0,Yes,Yes,11,Fiber optic,One year,Bank transfer (automatic),No,92.31,1013.67,No
C02844,Female,0,No,No,15,No,One year,Bank transfer (automatic),Yes,24.44,402.28,No
C02845,Female,0,No,Yes,36,No,Two year,Mailed check,No,29.83,1080.82,No
C02846,Male,0,No,Yes,2,DSL,Month-to-month,Credit card (automatic),Yes,60.73,65.8,No
C02847,Female,1,Yes,Yes,12,No,Month-to-month,Bank transfer (automatic),Yes,15.0,232.8,No
C02848,Male,1,Yes,No,24,DSL,One year,Mailed check,No,65.61,1622.56,No
C02849,Female,0,No,No,20,Fiber optic,Month-to-month,Bank transfer (automatic),No,89.43,1859.77,Yes
C02850,Male,0,Yes,Yes,17,Fiber optic,Month-to-month,Electronic check,Yes,104.36,1670.49,No
C02851,Female,0,No,Yes,2,Fiber optic,Month-to-month,Electronic check,No,70.29,160.07,No
C02852,Male,0,No,No,21,DSL,Month-to-month,Electronic check,Yes,63.39,1328.43,No
C02853,Male,0,No,Yes,2,DSL,Month-to-month,Electronic check,Yes,45.96,158.29,Yes
C02854,Female,0,No,Yes,28,Fiber optic,Two year,Bank transfer (automatic),Yes,97.27,2750.15,No
C02855,Male,0,Yes,Yes,28,Fiber optic,One year,Electronic check,No,93.69,2624.48,No
C02856,Female,0,No,No,50,Fiber optic,Two year,Bank transfer (automatic),No,81.92,4195.96,No
C02857,Male,0,Yes,No,13,Fiber optic,Two year,Mailed check,Yes,69.05,1014.95,Yes
C02858,Male,0,No,Yes,4,DSL,Month-to-month,Mailed check,Yes,60.02,337.07,No
C02859,Male,0,No,No,8,DSL,Month-to-month,Electronic check,No,66.38,569.22,Yes
C02860,Male,0,No,No,34,Fiber optic,One year,Mailed check,No,98.03,3331.24,No
C02861,Female,0,Yes,Yes,46,Fiber optic,Two year,Electronic check,No,69.22,3306.32,No
C02862,Male,1,Yes,Yes,7,DSL,Month-to-month,Mailed check,No,47.87,423.67,Yes
C02863,Female,0,Yes,No,3,DSL,Month-to-month,Bank transfer (automatic),No,47.26,205.95,Yes
C02864,Female,0,Yes,No,2,DSL,Month-to-month,Bank transfer (automatic),No,57.23,116.4,No
C02865,Male,0,No,No,17,DSL,Month-to-month,Bank transfer (automatic),No,52.69,859.52,No
C02866,Female,0,Yes,No,29,Fiber optic,Month-to-month,Bank transfer (automatic),No,95.21,2720.52,Yes
C02867,Female,0,Yes,No,14,Fiber optic,Month-to-month,Credit card (automatic),Yes,91.53,1302.53,No
C02868,Female,0,No,No,40,Fiber optic,Two year,Electronic check,No,94.23,3816.93,No
C02869,Male,0,No,No,24,No,Month-to-month,Credit card (automatic),No,39.78,876.42,No
C02870,Male,0,Yes,No,22,DSL,Two year,Mailed check,Yes,42.01,994.57,No
C02871,Female,0,No,Yes,4,Fiber optic,Month-to-month,Bank transfer (automatic),No,83.75,279.25,No
C02872,Female,1,No,No,68,Fiber optic,Two year,Bank transfer (automatic),No,86.31,5877.0,No
C02873,Female,0,Yes,No,15,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,74.75,1203.83,Yes
C02874,Male,0,Yes,No,29,Fiber optic,One year,Credit card (automatic),Yes,84.37,2578.1,Yes
C02875,Female,1,No,Yes,18,Fiber optic,Month-to-month,Electronic check,Yes,90.05,1647.43,Yes
C02876,Male,0,Yes,No,9,Fiber optic,One year,Mailed check,No,78.57,719.84,No
C02877,Female,0,Yes,No,71,DSL,Two year,Electronic check,No,60.49,4309.57,No
C02878,Male,0,Yes,No,21,Fiber optic,Month-to-month,Electronic check,No,80.77,1710.52,No
C02879,Female,0,Yes,No,10,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,92.27,983.31,No
C02880,Male,0,No,Yes,25,No,Month-to-month,Electronic check,No,36.06,891.71,No
C02881,Male,0,Yes,No,11,Fiber optic,Month-to-month,Credit card (automatic),Yes,91.27,993.0,Yes
C02882,Female,0,No,No,4,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,102.67,398.01,Yes
C02883,Male,0,Yes,Yes,15,Fiber optic,One year,Mailed check,No,54.08,882.51,No
C02884,Male,0,Yes,No,9,No,Month-to-month,Electronic check,No,20.01,223.74,No
C02885,Male,0,No,No,24,No,One year,Electronic check,No,15.0,397.56,No
C02886,Female,0,No,Yes,48,Fiber optic,Two year,Credit card (automatic),Yes,103.62,5087.01,No
C02887,Female,0,Yes,No,10,Fiber optic,One year,Bank transfer (automatic),No,69.86,750.81,No
C02888,Male,0,No,No,24,DSL,Month-to-month,Electronic check,No,77.01,1970.93,No
C02889,Female,1,Yes,No,9,Fiber optic,One year,Electronic check,No,81.19,819.5,Yes
C02890,Female,0,No,Yes,23,Fiber optic,Month-to-month,Electronic check,No,76.3,1723.26,No
C02891,Male,0,No,No,3,Fiber optic,Month-to-month,Electronic check,No,88.54,336.57,Yes
C02892,Female,0,No,No,25,DSL,Month-to-month,Bank transfer (automatic),No,83.41,2177.23,Yes
C02893,Female,0,Yes,No,13,Fiber optic,Two year,Bank transfer (automatic),No,74.35,922.12,No
C02894,Female,1,Yes,No,8,DSL,One year,Mailed check,No,63.02,557.15,No
C02895,Male,0,No,No,28,Fiber optic,Month-to-month,Credit card (automatic),No,89.29,2445.75,No
C02896,Female,0,No,No,3,DSL,Month-to-month,Electronic check,No,47.95,178.8,No
C02897,Female,0,Yes,No,7,Fiber optic,Month-to-month,Mailed check,No,77.22,617.1,No
C02898,Male,0,Yes,No,20,DSL,Two year,Bank transfer (automatic),Yes,53.38,1044.45,No
C02899,Male,1,No,No,39,DSL,Two year,Electronic check,Yes,61.25,2444.33,No
C02900,Male,0,Yes,No,27,Fiber optic,Month-to-month,Mailed check,No,67.68,1772.72,No
C02901,Male,1,No,No,21,DSL,Month-to-month,Bank transfer (automatic),No,60.39,1305.55,No
C02902,Female,0,No,Yes,35,Fiber optic,One year,Mailed check,No,71.06,2525.61,No
C02903,Male,0,No,No,7,No,Month-to-month,Mailed check,No,22.54,184.95,Yes
C02904,Male,0,No,No,11,No,Month-to-month,Bank transfer (automatic),No,15.0,150.26,No
C02905,Female,0,No,No,15,DSL,One year,Mailed check,Yes,75.84,1195.32,No
C02906,Male,0,No,No,4,No,Month-to-month,Electronic check,No,28.18,172.38,Yes
C02907,Female,0,No,No,10,Fiber optic,One year,Electronic check,Yes,75.4,868.39,Yes
C02908,Male,0,Yes,No,23,No,Month-to-month,Mailed check,Yes,45.22,1192.11,No
C02909,Male,0,No,No,20,Fiber optic,One year,Electronic check,Yes,66.63,1301.39,No
C02910,Male,1,No,No,25,DSL,One year,Credit card (automatic),No,59.67,1478.68,No
C02911,Male,0,Yes,No,28,Fiber optic,Month-to-month,Credit card (automatic),No,90.19,2528.98,No
C02912,Male,1,No,No,8,DSL,One year,Electronic check,Yes,56.32,473.91,No
C02913,Female,1,Yes,No,25,Fiber optic,Month-to-month,Credit card (automatic),No,83.21,2094.71,No
C02914,Female,0,Yes,Yes,1,Fiber optic,Month-to-month,Mailed check,No,76.6,115.88,No
C02915,Male,0,No,Yes,14,Fiber optic,Month-to-month,Electronic check,No,74.58,1024.25,No
C02916,Female,0,Yes,Yes,12,Fiber optic,Month-to-month,Bank transfer (automatic),No,95.38,1141.23,Yes
C02917,Female,0,Yes,Yes,27,No,Month-to-month,Bank transfer (automatic),Yes,26.09,602.01,No
C02918,Female,0,Yes,Yes,29,No,One year,Electronic check,Yes,28.71,861.63,No
C02919,Male,0,No,No,11,Fiber optic,Month-to-month,Electronic check,Yes,92.82,1002.91,Yes
C02920,Male,0,Yes,Yes,13,Fiber optic,Month-to-month,Electronic check,No,77.47,1007.09,No
C02921,Male,0,Yes,Yes,17,No,One year,Electronic check,No,16.56,350.83,No
C02922,Female,0,No,No,20,No,One year,Electronic check,Yes,16.12,315.51,No
C02923,Female,0,No,Yes,20,DSL,Month-to-month,Bank transfer (automatic),No,60.55,1247.94,Yes
C02924,Male,1,Yes,Yes,27,DSL,Month-to-month,Electronic check,No,83.26,2336.68,No
C02925,Male,0,Yes,No,21,DSL,Month-to-month,Electronic check,No,60.46,1320.99,Yes
C02926,Female,0,No,No,29,Fiber optic,Month-to-month,Electronic check,No,48.47,1495.83,No
C02927,Female,0,Yes,No,40,DSL,Two year,Credit card (automatic),No,63.31,2638.0,No
C02928,Female,0,No,No,24,Fiber optic,Month-to-month,Mailed check,No,89.42,2166.17,No
C02929,Female,0,Yes,No,35,Fiber optic,One year,Mailed check,No,96.83,3418.64,No
C02930,Male,0,No,No,56,Fiber optic,Two year,Mailed check,Yes,100.42,5671.91,Yes
C02931,Female,0,No,Yes,8,Fiber optic,One year,Bank transfer (automatic),No,119.42,910.2,No
C02932,Female,0,No,No,14,DSL,Month-to-month,Mailed check,Yes,59.25,882.93,No
C02933,Male,0,No,No,25,No,One year,Electronic check,No,27.86,761.58,No
C02934,Female,0,No,No,33,No,One year,Electronic check,No,29.03,897.29,No
C02935,Female,0,No,No,23,Fiber optic,One year,Electronic check,Yes,80.85,1842.84,No
C02936,Male,0,Yes,No,49,No,Two year,Mailed check,Yes,22.18,1041.83,No
C02937,Female,0,No,Yes,14,DSL,Month-to-month,Electronic check,Yes,51.35,764.34,Yes
C02938,Female,0,No,No,34,Fiber optic,One year,Electronic check,No,80.14,2710.85,No
C02939,Female,0,No,No,68,DSL,Two year,Bank transfer (automatic),No,58.49,4067.35,No
C02940,Male,0,No,No,11,Fiber optic,Month-to-month,Mailed check,No,90.85,1060.22,Yes
C02941,Male,0,Yes,No,7,DSL,One year,Bank transfer (automatic),Yes,65.05,558.22,No
C02942,Female,0,No,No,10,Fiber optic,One year,Mailed check,Yes,71.52,715.73,No
C02943,Male,0,No,No,31,DSL,One year,Credit card (automatic),No,43.86,1485.46,No
C02944,Female,0,Yes,Yes,22,Fiber optic,One year,Credit card (automatic),Yes,79.17,1650.79,No
C02945,Female,0,No,No,12,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,103.91,1291.07,No
